Period,Period Moving Avg,Season,Temp C,temp real C,Time,Weather,Wind kph,Wind Speed Kph,Count,F1,Humidity Percent,Is Holiday,Is Weekend,temp feels like C
01-04-2016,25-04-2016,spring,4.9,7.0,25-04-2016 05:00:00,Scattered clouds,13.7,17.0,117,11384,0.785,0,0,4
01-03-2016,30-03-2016,spring,4.9,7.0,30-03-2016 00:00:00,Scattered clouds,13.7,17.0,109,10756,0.81,0,0,4
01-03-2016,16-03-2016,spring,4.9,7.0,16-03-2016 06:00:00,Scattered clouds,13.7,17.0,587,10441,0.84,0,0,4
01-03-2015,16-03-2015,spring,4.9,7.0,16-03-2015 19:00:00,Scattered clouds,17.2,18.0,1379,1721,0.81,0,0,4
01-03-2016,29-03-2016,spring,4.9,7.0,29-03-2016 00:00:00,Scattered clouds,17.2,19.0,115,10732,0.76,0,0,4
01-04-2016,25-04-2016,spring,4.9,7.0,25-04-2016 06:00:00,Scattered clouds,17.2,20.0,638,11385,0.76,0,0,4
01-04-2015,02-04-2015,spring,4.9,7.0,02-04-2015 09:00:00,Scattered clouds,10.3,12.0,1521,2114,0.76,0,0,4.5
01-03-2015,06-03-2015,spring,4.9,7.0,06-03-2015 06:00:00,Scattered clouds,10.3,13.0,491,1468,0.71,0,0,4.5
01-04-2015,02-04-2015,spring,4.9,7.0,02-04-2015 08:00:00,Scattered clouds,13.7,14.0,2813,2113,0.785,0,0,4.5
01-03-2015,24-03-2015,spring,4.9,7.0,24-03-2015 09:00:00,Scattered clouds,6.9,10.0,1824,1903,0.71,0,0,5
01-04-2015,02-04-2015,spring,4.9,7.0,02-04-2015 07:00:00,Scattered clouds,6.9,10.0,1283,2112,0.81,0,0,5
01-03-2015,17-03-2015,spring,4.9,7.0,17-03-2015 23:00:00,Scattered clouds,10.3,11.0,319,1749,0.93,0,0,5
01-03-2015,17-03-2015,spring,4.9,7.0,17-03-2015 08:00:00,Scattered clouds,10.3,11.0,3734,1734,0.93,0,0,5
01-03-2016,04-03-2016,spring,4.9,7.0,04-03-2016 17:00:00,Scattered clouds,10.3,13.0,2733,10164,0.51,0,0,5
01-03-2015,24-03-2015,spring,4.9,7.0,24-03-2015 08:00:00,Scattered clouds,6.9,8.0,3864,1902,0.735,0,0,5.5
01-03-2015,06-03-2015,spring,4.9,7.0,06-03-2015 07:00:00,Scattered clouds,6.9,9.0,1751,1469,0.71,0,0,5.5
01-05-2015,01-05-2015,spring,4.9,7.0,01-05-2015 02:00:00,Scattered clouds,6.9,9.0,26,2802,0.785,0,0,5.5
01-03-2015,25-03-2015,spring,4.9,7.0,25-03-2015 09:00:00,Scattered clouds,3.4,6.0,1896,1927,0.71,0,0,6
01-03-2015,17-03-2015,spring,4.9,7.0,17-03-2015 07:00:00,Scattered clouds,3.4,6.5,1950,1733,0.93,0,0,6
01-03-2016,14-03-2016,spring,7.3,7.5,14-03-2016 11:00:00,Scattered clouds,24.0,26.0,816,10398,0.64,0,0,3.5
01-04-2016,29-04-2016,spring,7.3,7.5,29-04-2016 08:00:00,Scattered clouds,27.4,28.0,3669,11483,0.615,0,0,3.5
01-03-2015,03-03-2015,spring,7.3,7.5,03-03-2015 17:00:00,Scattered clouds,27.4,28.5,2753,1407,0.495,0,0,3.5
01-04-2016,28-04-2016,spring,7.3,7.5,28-04-2016 09:00:00,Scattered clouds,13.7,16.0,2123,11460,0.615,0,0,4.5
01-04-2016,25-04-2016,spring,7.3,7.5,25-04-2016 07:00:00,Scattered clouds,13.7,16.0,2061,11386,0.76,0,0,4.5
01-03-2016,08-03-2016,spring,7.3,7.5,08-03-2016 11:00:00,Scattered clouds,17.2,18.0,655,10254,0.53,0,0,4.5
01-03-2015,23-03-2015,spring,7.3,7.5,23-03-2015 08:00:00,Scattered clouds,17.2,18.0,3719,1878,0.64,0,0,4.5
01-04-2016,27-04-2016,spring,7.3,7.5,27-04-2016 10:00:00,Scattered clouds,17.2,19.0,1022,11437,0.57,0,0,4.5
01-03-2016,29-03-2016,spring,7.3,7.5,29-03-2016 22:00:00,Scattered clouds,17.2,20.0,318,10754,0.785,0,0,4.5
01-03-2016,03-03-2016,spring,7.3,7.5,03-03-2016 11:00:00,Scattered clouds,13.7,14.0,822,10134,0.57,0,0,5
01-03-2015,24-03-2015,spring,7.3,7.5,24-03-2015 10:00:00,Scattered clouds,10.3,11.0,933,1904,0.685,0,0,5.5
01-03-2016,11-03-2016,spring,7.3,7.5,11-03-2016 11:00:00,Scattered clouds,10.3,12.0,943,10326,0.735,0,0,5.5
01-04-2016,08-04-2016,spring,7.3,7.5,08-04-2016 00:00:00,Scattered clouds,10.3,12.0,183,10971,0.845,0,0,5.5
01-04-2015,27-04-2015,spring,7.3,7.5,27-04-2015 00:00:00,Scattered clouds,3.4,5.0,199,2704,0.87,0,0,7
01-03-2015,02-03-2015,spring,7.3,8.0,02-03-2015 12:00:00,Scattered clouds,44.6,45.5,769,1378,0.445,0,0,3
01-03-2015,31-03-2015,spring,7.3,8.0,31-03-2015 22:00:00,Scattered clouds,34.3,35.0,445,2079,0.55,0,0,3.5
01-03-2016,04-03-2016,spring,7.3,8.0,04-03-2016 11:00:00,Scattered clouds,24.0,25.0,876,10158,0.48,0,0,4
01-03-2015,03-03-2015,spring,7.3,8.0,03-03-2015 10:00:00,Scattered clouds,24.0,26.0,805,1400,0.665,0,0,4
01-03-2016,29-03-2016,spring,7.3,8.0,29-03-2016 08:00:00,Scattered clouds,24.0,26.0,3126,10740,0.685,0,0,4
01-03-2016,16-03-2016,spring,7.3,8.0,16-03-2016 13:00:00,Scattered clouds,27.4,28.0,1034,10448,0.53,0,0,4
01-04-2015,28-04-2015,spring,7.3,8.0,28-04-2015 08:00:00,Scattered clouds,27.4,28.0,4453,2736,0.595,0,0,4
01-03-2015,02-03-2015,spring,7.3,8.0,02-03-2015 17:00:00,Scattered clouds,30.9,31.5,2739,1383,0.4,0,0,4
01-03-2015,30-03-2015,spring,7.3,8.0,30-03-2015 02:00:00,Scattered clouds,20.6,22.0,47,2039,0.76,0,0,4.5
01-03-2016,29-03-2016,spring,7.3,8.0,29-03-2016 21:00:00,Scattered clouds,20.6,22.0,410,10753,0.82,0,0,4.5
01-03-2015,30-03-2015,spring,7.3,8.0,30-03-2015 03:00:00,Scattered clouds,20.6,23.0,28,2040,0.735,0,0,4.5
01-03-2015,03-03-2015,spring,7.3,8.0,03-03-2015 16:00:00,Scattered clouds,24.0,26.0,1417,1406,0.495,0,0,4.5
01-03-2015,04-03-2015,spring,7.3,8.0,04-03-2015 11:00:00,Scattered clouds,24.0,26.0,755,1425,0.57,0,0,4.5
01-04-2016,28-04-2016,spring,7.3,8.0,28-04-2016 10:00:00,Scattered clouds,13.7,15.0,1047,11461,0.53,0,0,5
01-04-2016,25-04-2016,spring,7.3,8.0,25-04-2016 02:00:00,Scattered clouds,13.7,15.0,36,11381,0.76,0,0,5
01-04-2015,29-04-2015,spring,7.3,8.0,29-04-2015 05:00:00,Scattered clouds,13.7,16.0,101,2757,0.76,0,0,5
01-04-2015,29-04-2015,spring,7.3,8.0,29-04-2015 02:00:00,Scattered clouds,13.7,17.0,50,2754,0.735,0,0,5
01-03-2015,18-03-2015,spring,7.3,8.0,18-03-2015 15:00:00,Scattered clouds,13.7,17.0,1106,1765,0.735,0,0,5
01-03-2016,09-03-2016,spring,7.3,8.0,09-03-2016 17:00:00,Scattered clouds,13.7,17.0,2420,10284,0.82,0,0,5
01-04-2016,25-04-2016,spring,7.3,8.0,25-04-2016 00:00:00,Scattered clouds,17.2,18.5,127,11379,0.76,0,0,5
01-03-2016,09-03-2016,spring,7.3,8.0,09-03-2016 16:00:00,Scattered clouds,17.2,19.0,894,10283,0.845,0,0,5
01-04-2016,27-04-2016,spring,7.3,8.0,27-04-2016 11:00:00,Scattered clouds,17.2,19.5,842,11438,0.48,0,0,5
01-03-2016,08-03-2016,spring,7.3,8.0,08-03-2016 12:00:00,Scattered clouds,17.2,20.0,881,10255,0.57,0,0,5
01-03-2015,13-03-2015,spring,7.3,8.0,13-03-2015 18:00:00,Scattered clouds,17.2,20.0,2256,1648,0.66,0,0,5
01-03-2016,04-03-2016,spring,7.3,8.0,04-03-2016 13:00:00,Scattered clouds,17.2,20.5,1218,10160,0.46,0,0,5
01-03-2016,04-03-2016,spring,7.3,8.0,04-03-2016 12:00:00,Scattered clouds,20.6,21.0,1196,10159,0.48,0,0,5
01-03-2016,04-03-2016,spring,7.3,8.0,04-03-2016 15:00:00,Scattered clouds,20.6,21.0,1222,10162,0.48,0,0,5
01-05-2015,01-05-2015,spring,7.3,8.0,01-05-2015 08:00:00,Scattered clouds,20.6,22.0,3791,2808,0.685,0,0,5
01-03-2015,04-03-2015,spring,7.3,8.0,04-03-2015 19:00:00,Scattered clouds,10.3,13.0,1476,1433,0.57,0,0,5.5
01-03-2016,03-03-2016,spring,7.3,8.0,03-03-2016 18:00:00,Scattered clouds,13.7,14.0,2395,10141,0.66,0,0,5.5
01-04-2016,21-04-2016,spring,7.3,8.0,21-04-2016 00:00:00,Scattered clouds,13.7,14.0,186,11283,0.845,0,0,5.5
01-03-2016,29-03-2016,spring,7.3,8.0,29-03-2016 20:00:00,Scattered clouds,13.7,16.5,512,10752,0.82,0,0,5.5
01-04-2015,02-04-2015,spring,7.3,8.0,02-04-2015 12:00:00,Scattered clouds,10.3,11.0,1010,2117,0.53,0,0,6
01-04-2015,02-04-2015,spring,7.3,8.0,02-04-2015 11:00:00,Scattered clouds,10.3,12.0,804,2116,0.53,0,0,6
01-04-2015,02-04-2015,spring,7.3,8.0,02-04-2015 10:00:00,Scattered clouds,10.3,12.0,847,2115,0.62,0,0,6
01-03-2016,31-03-2016,spring,7.3,8.0,31-03-2016 21:00:00,Scattered clouds,3.4,5.5,726,10801,0.71,0,0,7.5
01-03-2015,02-03-2015,spring,7.3,8.5,02-03-2015 13:00:00,Scattered clouds,37.7,40.0,809,1379,0.43,0,0,4
01-04-2016,26-04-2016,spring,7.3,8.5,26-04-2016 15:00:00,Scattered clouds,27.4,27.5,1014,11418,0.45,0,0,4.5
01-03-2015,03-03-2015,spring,7.3,8.5,03-03-2015 12:00:00,Scattered clouds,30.9,31.5,919,1402,0.5,0,0,4.5
01-04-2016,29-04-2016,spring,7.3,8.5,29-04-2016 09:00:00,Scattered clouds,30.9,31.5,1981,11484,0.535,0,0,4.5
01-04-2015,01-04-2015,spring,7.3,8.5,01-04-2015 09:00:00,Scattered clouds,30.9,31.5,1797,2090,0.555,0,0,4.5
01-03-2016,16-03-2016,spring,7.3,8.5,16-03-2016 15:00:00,Scattered clouds,30.9,34.0,1061,10450,0.58,0,0,4.5
01-03-2016,17-03-2016,spring,7.3,8.5,17-03-2016 10:00:00,Scattered clouds,17.2,18.5,952,10469,0.6,0,0,5.5
01-03-2015,23-03-2015,spring,7.3,8.5,23-03-2015 09:00:00,Scattered clouds,17.2,18.5,1777,1879,0.6,0,0,5.5
01-03-2016,30-03-2016,spring,7.3,8.5,30-03-2016 09:00:00,Scattered clouds,17.2,19.0,1710,10765,0.71,0,0,5.5
01-03-2016,04-03-2016,spring,7.3,8.5,04-03-2016 14:00:00,Scattered clouds,17.2,19.5,1055,10161,0.495,0,0,5.5
01-04-2016,21-04-2016,spring,7.3,8.5,21-04-2016 07:00:00,Scattered clouds,20.6,21.5,2376,11290,0.87,0,0,5.5
01-04-2015,27-04-2015,spring,7.3,8.5,27-04-2015 23:00:00,Scattered clouds,20.6,24.0,282,2727,0.62,0,0,5.5
01-03-2016,03-03-2016,spring,7.3,8.5,03-03-2016 17:00:00,Scattered clouds,13.7,15.0,2659,10140,0.64,0,0,6
01-03-2015,18-03-2015,spring,7.3,8.5,18-03-2015 11:00:00,Scattered clouds,13.7,15.0,855,1761,0.735,0,0,6
01-03-2015,11-03-2015,spring,7.3,8.5,11-03-2015 09:00:00,Scattered clouds,13.7,15.0,1965,1591,0.735,0,0,6
01-04-2016,20-04-2016,spring,7.3,8.5,20-04-2016 08:00:00,Scattered clouds,13.7,15.0,4646,11267,0.79,0,0,6
01-04-2015,27-04-2015,spring,7.3,8.5,27-04-2015 09:00:00,Scattered clouds,6.9,10.0,2117,2713,0.64,0,0,6.5
01-03-2015,25-03-2015,spring,7.3,8.5,25-03-2015 13:00:00,Scattered clouds,10.3,12.0,1047,1931,0.58,0,0,6.5
01-04-2015,22-04-2015,spring,7.3,8.5,22-04-2015 22:00:00,Scattered clouds,10.3,13.0,593,2606,0.9,0,0,6.5
01-04-2016,05-04-2016,spring,7.3,8.5,05-04-2016 04:00:00,Scattered clouds,3.4,6.5,55,10904,0.9,0,0,7.5
01-04-2016,07-04-2016,spring,7.3,8.5,07-04-2016 20:00:00,Scattered clouds,6.9,8.5,825,10967,0.79,0,0,7.5
01-04-2016,06-04-2016,spring,7.3,9.0,06-04-2016 20:00:00,Scattered clouds,27.4,29.5,915,10944,0.56,0,0,5
01-03-2016,29-03-2016,spring,7.3,9.0,29-03-2016 09:00:00,Scattered clouds,27.4,30.0,1718,10741,0.64,0,0,5
01-03-2016,16-03-2016,spring,7.3,9.0,16-03-2016 14:00:00,Scattered clouds,27.4,30.5,912,10449,0.54,0,0,5
01-03-2015,30-03-2015,spring,7.3,9.0,30-03-2015 00:00:00,Scattered clouds,27.4,30.5,132,2037,0.76,0,0,5
01-04-2016,06-04-2016,spring,7.3,9.0,06-04-2016 19:00:00,Scattered clouds,30.9,32.0,1747,10943,0.56,0,0,5
01-04-2016,26-04-2016,spring,7.3,9.0,26-04-2016 16:00:00,Scattered clouds,20.6,24.0,1585,11419,0.415,0,0,5.5
01-03-2015,03-03-2015,spring,7.3,9.0,03-03-2015 15:00:00,Scattered clouds,24.0,25.5,937,1405,0.5,0,0,5.5
01-03-2015,03-03-2015,spring,7.3,9.0,03-03-2015 11:00:00,Scattered clouds,24.0,27.0,725,1401,0.54,0,0,5.5
01-05-2015,01-05-2015,spring,7.3,9.0,01-05-2015 09:00:00,Scattered clouds,24.0,27.0,2033,2809,0.64,0,0,5.5
01-05-2015,19-05-2015,spring,7.3,9.0,19-05-2015 06:00:00,Scattered clouds,24.0,27.0,736,3238,0.71,0,0,5.5
01-03-2016,02-03-2016,spring,7.3,9.0,02-03-2016 00:00:00,Scattered clouds,24.0,27.0,135,10099,0.735,0,0,5.5
01-03-2015,30-03-2015,spring,7.3,9.0,30-03-2015 01:00:00,Scattered clouds,27.4,28.0,59,2038,0.735,0,0,5.5
01-03-2015,18-03-2015,spring,7.3,9.0,18-03-2015 16:00:00,Scattered clouds,13.7,17.0,1569,1766,0.66,0,0,6
01-03-2015,09-03-2015,spring,7.3,9.0,09-03-2015 09:00:00,Scattered clouds,13.7,17.0,1794,1543,0.735,0,0,6
01-03-2015,18-03-2015,spring,7.3,9.0,18-03-2015 14:00:00,Scattered clouds,17.2,18.0,1078,1764,0.66,0,0,6
01-05-2015,14-05-2015,spring,7.3,9.0,14-05-2015 05:00:00,Scattered clouds,17.2,18.0,110,3117,0.845,0,0,6
01-03-2015,04-03-2015,spring,7.3,9.0,04-03-2015 17:00:00,Scattered clouds,17.2,18.5,2761,1431,0.54,0,0,6
01-03-2016,08-03-2016,spring,7.3,9.0,08-03-2016 13:00:00,Scattered clouds,17.2,19.0,880,10256,0.58,0,0,6
01-03-2015,16-03-2015,spring,7.3,9.0,16-03-2015 14:00:00,Scattered clouds,17.2,19.0,758,1716,0.66,0,0,6
01-04-2015,17-04-2015,spring,7.3,9.0,17-04-2015 22:00:00,Scattered clouds,17.2,19.0,594,2486,0.71,0,0,6
01-04-2016,22-04-2016,spring,7.3,9.0,22-04-2016 08:00:00,Scattered clouds,17.2,19.0,3908,11315,0.76,0,0,6
01-04-2016,22-04-2016,spring,7.3,9.0,22-04-2016 07:00:00,Scattered clouds,17.2,19.5,2002,11314,0.735,0,0,6
01-04-2015,29-04-2015,spring,7.3,9.0,29-04-2015 07:00:00,Scattered clouds,17.2,19.5,2288,2759,0.76,0,0,6
01-03-2015,16-03-2015,spring,7.3,9.0,16-03-2015 13:00:00,Scattered clouds,20.6,21.0,855,1715,0.64,0,0,6
01-04-2016,28-04-2016,spring,7.3,9.0,28-04-2016 23:00:00,Scattered clouds,20.6,23.0,312,11474,0.735,0,0,6
01-03-2016,03-03-2016,spring,7.3,9.0,03-03-2016 13:00:00,Scattered clouds,13.7,16.0,1078,10136,0.46,0,0,6.5
01-04-2015,02-04-2015,spring,7.3,9.0,02-04-2015 22:00:00,Scattered clouds,13.7,16.0,489,2127,0.71,0,0,6.5
01-03-2016,03-03-2016,spring,7.3,9.0,03-03-2016 12:00:00,Scattered clouds,13.7,17.0,1033,10135,0.5,0,0,6.5
01-03-2015,18-03-2015,spring,7.3,9.0,18-03-2015 13:00:00,Scattered clouds,13.7,17.0,1195,1763,0.685,0,0,6.5
01-04-2016,07-04-2016,spring,7.3,9.0,07-04-2016 22:00:00,Scattered clouds,13.7,17.0,518,10969,0.76,0,0,6.5
01-03-2016,08-03-2016,spring,7.3,9.0,08-03-2016 14:00:00,Scattered clouds,17.2,18.5,804,10257,0.58,0,0,6.5
01-03-2016,03-03-2016,spring,7.3,9.0,03-03-2016 15:00:00,Scattered clouds,17.2,18.5,994,10138,0.58,0,0,6.5
01-04-2016,04-04-2016,spring,7.3,9.0,04-04-2016 23:00:00,Scattered clouds,10.3,11.0,301,10899,0.87,0,0,7
01-04-2016,05-04-2016,spring,7.3,9.0,05-04-2016 02:00:00,Scattered clouds,10.3,12.0,55,10902,0.87,0,0,7
01-04-2016,05-04-2016,spring,7.3,9.0,05-04-2016 00:00:00,Scattered clouds,10.3,12.0,171,10900,0.87,0,0,7
01-03-2015,27-03-2015,spring,7.3,9.0,27-03-2015 10:00:00,Scattered clouds,10.3,13.0,977,1976,0.54,0,0,7
01-04-2016,05-04-2016,spring,7.3,9.0,05-04-2016 07:00:00,Scattered clouds,10.3,13.0,2040,10907,0.87,0,0,7
01-03-2015,25-03-2015,spring,7.3,9.0,25-03-2015 16:00:00,Scattered clouds,6.9,9.0,1511,1934,0.445,0,0,7.5
01-03-2016,11-03-2016,spring,7.3,9.0,11-03-2016 12:00:00,Scattered clouds,10.3,11.0,871,10327,0.66,0,0,7.5
01-03-2016,30-03-2016,spring,7.3,9.0,30-03-2016 22:00:00,Scattered clouds,10.3,11.0,533,10778,0.71,0,0,7.5
01-04-2015,16-04-2015,spring,7.3,9.0,16-04-2015 06:00:00,Scattered clouds,10.3,11.0,683,2446,0.87,0,0,7.5
01-04-2016,08-04-2016,spring,7.3,9.0,08-04-2016 09:00:00,Scattered clouds,6.9,7.0,1893,10980,0.79,0,0,8
01-03-2015,24-03-2015,spring,7.3,9.0,24-03-2015 12:00:00,Scattered clouds,6.9,7.5,996,1906,0.56,0,0,8
01-03-2016,31-03-2016,spring,7.3,9.0,31-03-2016 20:00:00,Scattered clouds,6.9,7.5,1001,10800,0.62,0,0,8
01-04-2016,12-04-2016,spring,7.3,9.0,12-04-2016 07:00:00,Scattered clouds,6.9,8.0,2016,11074,0.87,0,0,8
01-03-2015,24-03-2015,spring,7.3,9.0,24-03-2015 11:00:00,Scattered clouds,6.9,9.0,795,1905,0.6,0,0,8
01-04-2016,12-04-2016,spring,7.3,9.0,12-04-2016 06:00:00,Scattered clouds,6.9,9.0,650,11073,0.87,0,0,8
01-03-2015,25-03-2015,spring,7.3,9.0,25-03-2015 17:00:00,Scattered clouds,3.4,5.0,2878,1935,0.415,0,0,8.5
01-04-2015,01-04-2015,spring,7.3,9.5,01-04-2015 10:00:00,Scattered clouds,30.9,33.0,903,2091,0.505,0,0,5.5
01-04-2015,01-04-2015,spring,7.3,9.5,01-04-2015 11:00:00,Scattered clouds,37.7,38.0,796,2092,0.5,0,0,5.5
01-04-2016,29-04-2016,spring,7.3,9.5,29-04-2016 10:00:00,Scattered clouds,27.4,29.0,989,11485,0.505,0,0,6
01-03-2015,30-03-2015,spring,7.3,9.5,30-03-2015 10:00:00,Scattered clouds,27.4,29.0,782,2047,0.52,0,0,6
01-03-2016,30-03-2016,spring,7.3,9.5,30-03-2016 10:00:00,Scattered clouds,17.2,20.0,896,10766,0.64,0,0,6.5
01-04-2015,17-04-2015,spring,7.3,9.5,17-04-2015 21:00:00,Scattered clouds,17.2,20.0,708,2485,0.735,0,0,6.5
01-05-2015,19-05-2015,spring,7.3,9.5,19-05-2015 23:00:00,Scattered clouds,20.6,21.0,381,3255,0.69,0,0,6.5
01-05-2015,20-05-2015,spring,7.3,9.5,20-05-2015 07:00:00,Scattered clouds,20.6,21.0,2326,3263,0.69,0,0,6.5
01-04-2015,30-04-2015,spring,7.3,9.5,30-04-2015 08:00:00,Scattered clouds,20.6,22.0,4283,2784,0.665,0,0,6.5
01-04-2016,20-04-2016,spring,7.3,9.5,20-04-2016 09:00:00,Scattered clouds,20.6,23.0,2233,11268,0.69,0,0,6.5
01-03-2015,30-03-2015,spring,7.3,9.5,30-03-2015 11:00:00,Scattered clouds,24.0,25.0,747,2048,0.485,0,0,6.5
01-04-2015,17-04-2015,spring,7.3,9.5,17-04-2015 08:00:00,Scattered clouds,24.0,26.0,3868,2472,0.765,0,0,6.5
01-04-2016,28-04-2016,spring,7.3,9.5,28-04-2016 11:00:00,Scattered clouds,13.7,17.0,1030,11462,0.415,0,0,7
01-05-2015,14-05-2015,spring,7.3,9.5,14-05-2015 06:00:00,Scattered clouds,13.7,17.0,727,3118,0.845,0,0,7
01-03-2016,03-03-2016,spring,7.3,9.5,03-03-2016 14:00:00,Scattered clouds,17.2,18.0,973,10137,0.525,0,0,7
01-03-2015,23-03-2015,spring,7.3,9.5,23-03-2015 10:00:00,Scattered clouds,17.2,19.5,910,1880,0.58,0,0,7
01-04-2016,25-04-2016,spring,7.3,9.5,25-04-2016 09:00:00,Scattered clouds,17.2,19.5,1873,11388,0.735,0,0,7
01-05-2015,19-05-2015,spring,7.3,9.5,19-05-2015 00:00:00,Scattered clouds,20.6,21.5,148,3232,0.69,0,0,7
01-03-2016,30-03-2016,spring,7.3,9.5,30-03-2016 21:00:00,Scattered clouds,10.3,12.0,711,10777,0.69,0,0,7.5
01-04-2015,08-04-2015,spring,7.3,9.5,08-04-2015 21:00:00,Scattered clouds,10.3,12.0,742,2269,0.815,0,0,7.5
01-03-2016,30-03-2016,spring,7.3,9.5,30-03-2016 20:00:00,Scattered clouds,10.3,13.0,1111,10776,0.64,0,0,7.5
01-03-2015,25-03-2015,spring,7.3,9.5,25-03-2015 14:00:00,Scattered clouds,6.9,9.0,1008,1932,0.505,0,0,8
01-03-2016,11-03-2016,spring,7.3,9.5,11-03-2016 13:00:00,Scattered clouds,6.9,9.0,603,10328,0.64,0,0,8
01-03-2015,25-03-2015,spring,7.3,9.5,25-03-2015 15:00:00,Scattered clouds,3.4,6.5,1080,1933,0.445,0,0,9
01-03-2016,29-03-2016,spring,9.8,10.0,29-03-2016 10:00:00,Scattered clouds,30.9,33.0,768,10742,0.58,0,0,6
01-04-2015,01-04-2015,spring,9.8,10.0,01-04-2015 12:00:00,Scattered clouds,37.7,38.0,1094,2093,0.485,0,0,6
01-04-2015,01-04-2015,spring,9.8,10.0,01-04-2015 18:00:00,Scattered clouds,27.4,29.5,2543,2099,0.6,0,0,6.5
01-04-2015,01-04-2015,spring,9.8,10.0,01-04-2015 17:00:00,Scattered clouds,27.4,30.5,2501,2098,0.6,0,0,6.5
01-03-2015,04-03-2015,spring,9.8,10.0,04-03-2015 16:00:00,Scattered clouds,17.2,20.0,1460,1430,0.5,0,0,7
01-03-2016,17-03-2016,spring,9.8,10.0,17-03-2016 12:00:00,Scattered clouds,20.6,22.0,1226,10471,0.485,0,0,7
01-03-2015,06-03-2015,spring,9.8,10.0,06-03-2015 10:00:00,Scattered clouds,20.6,22.0,940,1472,0.62,0,0,7
01-03-2016,17-03-2016,spring,9.8,10.0,17-03-2016 11:00:00,Scattered clouds,20.6,23.0,857,10470,0.5,0,0,7
01-05-2015,18-05-2015,spring,9.8,10.0,18-05-2015 23:00:00,Scattered clouds,20.6,23.0,292,3231,0.67,0,0,7
01-04-2016,25-04-2016,spring,9.8,10.0,25-04-2016 10:00:00,Scattered clouds,20.6,23.0,885,11389,0.67,0,0,7
01-03-2015,04-03-2015,spring,9.8,10.0,04-03-2015 15:00:00,Scattered clouds,20.6,24.0,957,1429,0.47,0,0,7
01-05-2015,01-05-2015,spring,9.8,10.0,01-05-2015 19:00:00,Scattered clouds,20.6,24.0,1624,2819,0.58,0,0,7
01-05-2015,01-05-2015,spring,9.8,10.0,01-05-2015 18:00:00,Scattered clouds,20.6,24.0,2721,2818,0.58,0,0,7
01-05-2015,01-05-2015,spring,9.8,10.0,01-05-2015 10:00:00,Scattered clouds,24.0,25.0,1124,2810,0.6,0,0,7
01-04-2016,28-04-2016,spring,9.8,10.0,28-04-2016 20:00:00,Scattered clouds,24.0,27.0,990,11471,0.6,0,0,7
01-05-2015,19-05-2015,spring,9.8,10.0,19-05-2015 07:00:00,Scattered clouds,24.0,27.0,2382,3239,0.67,0,0,7
01-04-2016,21-04-2016,spring,9.8,10.0,21-04-2016 08:00:00,Scattered clouds,24.0,27.0,4255,11291,0.82,0,0,7
01-04-2015,01-04-2015,spring,9.8,10.0,01-04-2015 20:00:00,Scattered clouds,27.4,28.0,874,2101,0.62,0,0,7
01-04-2015,01-04-2015,spring,9.8,10.0,01-04-2015 19:00:00,Scattered clouds,27.4,30.0,1462,2100,0.62,0,0,7
01-04-2015,17-04-2015,spring,9.8,10.0,17-04-2015 20:00:00,Scattered clouds,17.2,19.5,1020,2484,0.69,0,0,7.5
01-03-2016,24-03-2016,spring,9.8,10.0,24-03-2016 10:00:00,Scattered clouds,17.2,19.5,1009,10637,0.71,0,0,7.5
01-04-2016,05-04-2016,spring,9.8,10.0,05-04-2016 08:00:00,Scattered clouds,10.3,11.0,4061,10908,0.82,0,0,8
01-03-2015,23-03-2015,spring,9.8,10.0,23-03-2015 19:00:00,Scattered clouds,10.3,12.0,1483,1889,0.6,0,0,8
01-04-2016,04-04-2016,spring,9.8,10.0,04-04-2016 08:00:00,Scattered clouds,10.3,12.0,3639,10884,0.82,0,0,8
01-05-2015,15-05-2015,spring,9.8,10.0,15-05-2015 08:00:00,Scattered clouds,13.7,14.0,4101,3144,0.645,0,0,8
01-04-2016,25-04-2016,spring,9.8,10.0,25-04-2016 17:00:00,Scattered clouds,13.7,14.0,3006,11396,0.69,0,0,8
01-04-2016,12-04-2016,spring,9.8,10.0,12-04-2016 08:00:00,Scattered clouds,13.7,14.0,4135,11075,0.76,0,0,8
01-05-2016,03-05-2016,spring,9.8,10.0,03-05-2016 08:00:00,Scattered clouds,13.7,15.0,4298,11579,0.62,0,0,8
01-03-2015,17-03-2015,spring,9.8,10.0,17-03-2015 20:00:00,Scattered clouds,13.7,15.0,888,1746,0.79,0,0,8
01-03-2016,31-03-2016,spring,9.8,10.0,31-03-2016 11:00:00,Scattered clouds,13.7,16.0,967,10791,0.56,0,0,8
01-04-2016,11-04-2016,spring,9.8,10.0,11-04-2016 01:00:00,Scattered clouds,13.7,16.0,70,11044,0.82,0,0,8
01-03-2015,27-03-2015,spring,9.8,10.0,27-03-2015 11:00:00,Scattered clouds,13.7,17.0,963,1977,0.45,0,0,8
01-03-2015,05-03-2015,spring,9.8,10.0,05-03-2015 18:00:00,Scattered clouds,13.7,17.0,2503,1456,0.54,0,0,8
01-03-2015,09-03-2015,spring,9.8,10.0,09-03-2015 23:00:00,Scattered clouds,13.7,17.0,234,1557,0.91,0,0,8
01-03-2015,05-03-2015,spring,9.8,10.0,05-03-2015 12:00:00,Scattered clouds,17.2,18.0,1133,1450,0.62,0,0,8
